Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Self Cooking,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Low quantity low time,Delivery person ability,Influence of rating,Less Delivery time,High Quality of package,Number of calls,Politeness,Freshness ,Temperature,Good Taste ,Good Quantity,Output,Reviews
24.090032995124535,Male,Single,Employee,More than 50000,Post Graduate,3.971264560076865,12.931700125358894,77.59518168989403,560010.708234966,Food delivery apps, Walk-in,Dinner, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Agree,Neutral,Strongly disagree,Agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Neutral,Strongly Agree,Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Important,Very Important,Very Important,Yes,Nil
21.84164283167853,Female,Single,Employee,More than 50000,Post Graduate,2.9112314693403087,12.978525061237173,77.62567595558278,560006.178769962,Food delivery apps, Web browser,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Sweets,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Strongly disagree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Yes,Important,Important,Important,Important,Slightly Important,Very Important,Very Important,Important,Yes,No issues
28.063179861592168,Male,Single,Employee,No Income,Graduate,5.064392174748648,13.027317752514703,77.61952260976072,560042.7182776242,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Neutral,Agree,Agree,Agree,Disagree,Strongly agree,Neutral,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Important,Slightly Important,Moderately Important,Slightly Important,Important,Important,Important,Important,Yes,Swiggy and zomato are the best food delivery apps
26.128538065318885,Female,Single,Self Employeed,No Income,Graduate,1.9969781166434848,12.919068700512264,77.5945784596348,560041.5182016171,Food delivery apps, Walk-in,Lunch, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Agree,No,Weekend (Sat & Sun),30 minutes,Agree,Agree,Neutral,Agree,Agree,Yes,Important,Important,Important,Very Important,Important,Very Important,Very Important,Very Important,Yes,Nil
21.969395285479663,Female,Single,Employee,10001 to 25000,Ph.D,4.0295375658100046,12.883152341608366,77.6045375435879,560079.1445036357,Food delivery apps, Walk-in,Snacks, Snacks,Veg foods (Breakfast / Lunch / Dinner), Bakery items (snacks),Disagree,Disagree,Disagree,Neutral,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly agree,Neutral,Neutral,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),60 minutes,Disagree,Neutral,Agree,Strongly disagree,Agree,Yes,Moderately Important,Important,Important,Moderately Important,Important,Moderately Important,Important,Important,Yes,Nil
26.071151044009152,Female,Married,Self Employeed,No Income,Post Graduate,4.022545047452626,12.908693558252532,77.67990627747724,560034.5845056595,Food delivery apps, Direct call,Lunch, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,Agree,Disagree,Maybe,Important,Very Important,Moderately Important,Very Important,Very Important,Important,Important,Important,Yes,I have no issues related to delivery and I prefer four plus rated restaurant
24.854408877421573,Female,Single,Self Employeed,More than 50000,Graduate,2.952874871330058,12.906216484376706,77.68547725118238,560032.6167453254,Food delivery apps, Walk-in,Dinner, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly disagree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,No,Anytime (Mon-Sun),45 minutes,Agree,Neutral,Strongly Agree,Neutral,Disagree,Maybe,Important,Important,Slightly Important,Very Important,Very Important,Moderately Important,Very Important,Very Important,No,I had no issues as per my experience. But heard delivery people are sometimes rude
19.943068668600482,Female,Single,Employee,More than 50000,Post Graduate,1.9445348771299933,12.923509420085983,77.62251605900867,560036.6806880769,Walk-in, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Strongly disagree,Disagree,Agree,Neutral,Strongly disagree,Disagree,Disagree,No,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Neutral,Agree,Agree,Yes,Important,Very Important,Moderately Important,Important,Slightly Important,Very Important,Very Important,Very Important,Yes,My family prefers good quality food so I order at highly rated restaurants
28.800327254178097,Male,Married,Student,10001 to 25000,Graduate,3.9694051963257824,12.92793528919886,77.625460463109,560037.9504702083,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Neutral,Strongly agree,Strongly agree,Disagree,Neutral,Strongly disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Yes,Moderately Important,Moderately Important,Important,Important,Very Important,Moderately Important,Very Important,Very Important,No,"LOVE THE PRICE AND OFFER OFFERED BY SWIGGY, USUALLY RATE FOUR PLUS"
23.347961718918466,Male,Single,Employee,No Income,Graduate,1.0328114190672493,12.975403210673356,77.5758219357505,560010.1880446073,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Bakery items (snacks),Agree,Strongly agree,Neutral,Disagree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Strongly disagree,Disagree,Disagree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Yes,Anytime (Mon-Sun),60 minutes,Agree,Disagree,Disagree,Agree,Agree,Yes,Very Important,Important,Slightly Important,Important,Moderately Important,Slightly Important,Important,Very Important,Yes,NIL
25.182819502378297,Male,Single,Self Employeed,25001 to 50000,Post Graduate,1.9945451239590364,12.9801297315164,77.63618859876563,560038.675961874,Food delivery apps, Web browser,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Strongly disagree,Strongly Agree,Maybe,Important,Moderately Important,Moderately Important,Important,Very Important,Very Important,Important,Important,No,Nil
29.246991936907513,Female,Single,Student,No Income,Post Graduate,3.880751086281865,12.977382783008567,77.64449052590541,560038.1047577596,Food delivery apps, Web browser,Snacks, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Agree,Neutral,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Agree,Disagree,Agree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Neutral,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,No,Very Important,Very Important,Moderately Important,Very Important,Slightly Important,Very Important,Very Important,Very Important,Yes,NIL
27.18068377991188,Male,Married,Self Employeed,10001 to 25000,Graduate,5.930817658501549,12.919564454926089,77.59550111293524,560042.0691892823,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Agree,Disagree,Neutral,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Strongly Agree,Neutral,Agree,Strongly disagree,Disagree,Yes,Important,Important,Slightly Important,Important,Moderately Important,Important,Very Important,Important,Yes,Worst delivery system- Especially zomato 
24.901335411535843,Male,Single,Student,25001 to 50000,Post Graduate,2.981938698520967,13.018256598810114,77.6508996237226,560043.9966316378,Food delivery apps, Direct call,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Strongly disagree,Neutral,Neutral,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),30 minutes,Neutral,Agree,Agree,Neutral,Strongly Agree,No,Important,Very Important,Very Important,Important,Important,Important,Important,Important,Yes,NIL
20.77169447942816,Male,Single,Student,Below Rs.10000,Graduate,1.9979457416913111,13.001839817817238,77.60265757803757,560046.4442837547,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Neutral,Agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Agree,Agree,Agree,Yes,Important,Unimportant,Very Important,Very Important,Very Important,Very Important,Unimportant,Moderately Important,Yes,I have good experience with swiggy. No issues
23.936906558461434,Male,Married,Student,25001 to 50000,Graduate,2.0348212739645635,12.972630981505986,77.65294951752936,560073.5048931526,Food delivery apps, Direct call,Lunch, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,No,Anytime (Mon-Sun),60 minutes,Agree,Neutral,Agree,Agree,Agree,No,Important,Moderately Important,Very Important,Important,Important,Important,Very Important,Moderately Important,Yes,I would avoid restaurants which has less rating 
26.070715982296512,Female,Single,House wife,Below Rs.10000,School,5.002652127415744,12.971428390794756,77.65195783060503,560075.4359755607,Food delivery apps, Walk-in,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Strongly agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Strongly agree,Agree,Disagree,Agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Anytime (Mon-Sun),60 minutes,Strongly Agree,Agree,Agree,Agree,Agree,Yes,Important,Slightly Important,Moderately Important,Important,Important,Moderately Important,Important,Important,Yes,NIL
31.956816301499128,Female,Single,Student,10001 to 25000,Ph.D,2.9754983312726084,12.969637607083444,77.65266459873277,560074.8454931143,Food delivery apps, Direct call,Breakfast, Dinner,Veg foods (Breakfast / Lunch / Dinner), Ice cream / Cool drinks,Agree,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Neutral,Agree,Neutral,Agree,Agree,Strongly disagree,Agree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Disagree,Agree,Neutral,No,Moderately Important,Moderately Important,Moderately Important,Important,Moderately Important,Very Important,Very Important,Very Important,No,Nil
28.66750822743054,Female,Single,Employee,No Income,Ph.D,5.973176323454081,12.88050187631131,77.6050158957176,560074.7407983751,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Neutral,Strongly agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Strongly disagree,Neutral,Agree,Agree,Disagree,Yes,Slightly Important,Important,Moderately Important,Very Important,Very Important,Moderately Important,Very Important,Important,Yes,Need more delivery people to cover all orders
21.111149537849702,Male,Married,Student,25001 to 50000,Post Graduate,5.0136090460568505,12.97687778817052,77.64151135049093,560038.4323097802,Food delivery apps, Walk-in,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Strongly disagree,Neutral,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Unimportant,Important,Moderately Important,Very Important,Moderately Important,Important,Very Important,Very Important,Yes,Food needs to have good quality. It leads me to give higher rating
23.762218916194993,Male,Married,Employee,No Income,Post Graduate,3.0282397291165144,13.007514898787239,77.57490321968751,560079.2366796841,Food delivery apps, Walk-in,Dinner, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly agree,Neutral,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Neutral,Agree,Agree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Agree,Agree,Neutral,Agree,Yes,Slightly Important,Very Important,Moderately Important,Slightly Important,Slightly Important,Important,Very Important,Very Important,No,NIL
25.93716441672925,Male,Single,Employee,No Income,Post Graduate,1.9777214178298073,13.013344331088845,77.57929572923952,560080.1063429764,Food delivery apps, Web browser,Snacks, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Disagree,Neutral,Disagree,Neutral,Strongly agree,Neutral,Neutral,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Strongly Agree,Disagree,Neutral,Agree,Yes,Very Important,Moderately Important,Important,Very Important,Very Important,Very Important,Important,Important,No,BEST BEST POSITIVE REVIEWS
31.2594395966073,Male,Single,Student,No Income,Post Graduate,2.9272004204162694,12.929713587629557,77.5470304572887,560085.7166776537,Food delivery apps, Direct call,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Strongly agree,Agree,Neutral,Neutral,Strongly disagree,Neutral,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Neutral,Neutral,Strongly Agree,Yes,Important,Very Important,Moderately Important,Slightly Important,Moderately Important,Very Important,Important,Very Important,Yes,I order most of the times online and I feel they are safe and quick
29.007300131272064,Male,Married,Self Employeed,No Income,Graduate,2.99333908171508,13.064768184269523,77.59309662996176,560092.9390894753,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Weekend (Sat & Sun),30 minutes,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Maybe,Important,Important,Very Important,Very Important,Slightly Important,Important,Slightly Important,Moderately Important,Yes,Prefer hygienic delivery people
22.160184936214115,Male,Married,Student,25001 to 50000,Graduate,2.956101039959297,13.01503554929469,77.54471194365075,560095.2753627745,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Strongly agree,Disagree,Agree,Strongly disagree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Neutral,Disagree,Disagree,Strongly agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Strongly Agree,Agree,Neutral,Maybe,Important,Slightly Important,Very Important,Moderately Important,Important,Important,Very Important,Very Important,Yes,Bad rating doesn't mean that the food tastes bad. Delivery got no problem !
24.051599743910952,Male,Married,Employee,More than 50000,Post Graduate,2.0194264078290627,12.957055819245747,77.58963234761706,560027.7071064056,Food delivery apps, Direct call,Dinner, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Agree,Agree,Disagree,Disagree,Strongly disagree,Neutral,Agree,Strongly disagree,Neutral,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Yes,Important,Very Important,Unimportant,Slightly Important,Very Important,Slightly Important,Important,Important,Yes,Worst delivery system- Especially zomato 
26.849895872975424,Female,Single,Student,More than 50000,Post Graduate,2.100026352704366,12.886097551133236,77.60449492255144,560077.0725803437,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Neutral,Neutral,Disagree,Yes,Moderately Important,Very Important,Moderately Important,Important,Very Important,Very Important,Important,Very Important,Yes,Nil
23.108507475542062,Male,Married,Student,25001 to 50000,Graduate,2.9087001490682414,12.9420795600544,77.63816994320027,560096.5289804802,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Agree,Agree,Strongly agree,Neutral,Strongly agree,Disagree,Neutral,Agree,Agree,Strongly disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,No,Weekend (Sat & Sun),30 minutes,Agree,Strongly Agree,Disagree,Disagree,Agree,Yes,Moderately Important,Very Important,Important,Important,Slightly Important,Moderately Important,Very Important,Important,No,"My home is near Phoenix marketcity, so time taken for delivery is less"
29.990593327478123,Female,Married,Student,No Income,Graduate,6.077730996760224,12.935885810883496,77.63850314219877,560095.4786255426,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Disagree,Disagree,Disagree,Agree,Maybe,Important,Very Important,Important,Very Important,Very Important,Important,Important,Slightly Important,Yes,I need the order to be delivered soon. It takes a lot of time 
21.77893868809706,Male,Married,Student,No Income,Post Graduate,2.031684209421431,12.939220349296397,77.63852701790744,560095.950385589,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,Important,Very Important,Important,Slightly Important,Slightly Important,Important,Important,Important,Yes,I expect quality food rather than delivery time and ratings
27.753968667147014,Male,Single,Self Employeed,Below Rs.10000,Ph.D,3.074498265232859,12.937518216026305,77.64637378610243,560094.3384100826,Food delivery apps, Direct call,Snacks, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Agree,Neutral,Strongly agree,Strongly disagree,Disagree,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Strongly Agree,Agree,Agree,Yes,Important,Moderately Important,Moderately Important,Important,Important,Important,Moderately Important,Very Important,Yes,NIL
23.057022659041802,Female,Single,Self Employeed,25001 to 50000,Post Graduate,1.970564922180599,13.014513985630717,77.53835257066534,560100.045713593,Food delivery apps, Walk-in,Breakfast, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Neutral,Disagree,Strongly disagree,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,No,Important,Important,Moderately Important,Important,Important,Very Important,Important,Important,Yes,Requires professional packaging with no leakage
30.318588528933457,Male,Single,Self Employeed,More than 50000,Ph.D,1.0,13.079772766967992,77.55469583837784,560096.8993458909,Food delivery apps, Walk-in,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Sweets,Agree,Strongly agree,Disagree,Agree,Strongly agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Yes,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Yes,Slightly Important,Slightly Important,Important,Very Important,Very Important,Important,Important,Important,No,"My home is near Phoenix marketcity, so time taken for delivery is less"
20.839875371082677,Female,Single,Student,10001 to 25000,Graduate,3.0121386732542748,13.065147504764369,77.59309304635669,560093.7602381844,Walk-in, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,Disagree,Agree,Yes,Important,Important,Moderately Important,Important,Very Important,Very Important,Important,Very Important,No,No Comments!
25.857622152149766,Male,Married,Student,10001 to 25000,Graduate,6.094550484464095,12.985240219475726,77.67072890749918,560092.2357974538,Food delivery apps, Walk-in,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Neutral,Agree,Disagree,Neutral,Strongly disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly disagree,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Agree,Strongly Agree,Disagree,Agree,Disagree,Yes,Unimportant,Moderately Important,Moderately Important,Important,Slightly Important,Important,Moderately Important,Very Important,No,Not happy with the food quality when it is delivered
25.059183995993113,Male,Single,Employee,Below Rs.10000,Graduate,2.928360442341496,12.986133424796328,77.67338356021992,560093.588356249,Food delivery apps, Direct call,Dinner, Snacks,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Disagree,Neutral,Agree,Agree,Neutral,Strongly agree,Strongly disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Neutral,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Yes,Important,Important,Important,Important,Slightly Important,Important,Slightly Important,Important,Yes,NIL
30.804514326972956,Male,Single,Employee,25001 to 50000,Graduate,1.0,12.988078479143812,77.48516377480159,560091.5297495116,Food delivery apps, Direct call,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Agree,Neutral,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Yes,Weekdays (Mon-Fri),30 minutes,Agree,Disagree,Agree,Agree,Agree,Yes,Important,Important,Important,Very Important,Important,Important,Very Important,Moderately Important,Yes,Prefer hygienic delivery people
23.35023450909673,Female,Married,Student,No Income,Graduate,2.0396660037239336,12.990250706375214,77.54664884129599,560100.8286574724,Food delivery apps, Walk-in,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Sweets,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly disagree,Disagree,Maybe,Anytime (Mon-Sun),30 minutes,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,No,Important,Important,Very Important,Important,Very Important,Very Important,Important,Very Important,Yes,Fast delivery is required. But quality is super good
21.87120579526119,Male,Married,Student,10001 to 25000,Graduate,3.965399785916712,12.98507226039789,77.55547356864442,560008.6686521034,Food delivery apps, Walk-in,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly agree,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Agree,Disagree,Strongly disagree,Maybe,Anytime (Mon-Sun),45 minutes,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Yes,Important,Moderately Important,Very Important,Important,Slightly Important,Moderately Important,Very Important,Important,No,Good
26.925767542947092,Female,Single,Employee,More than 50000,Post Graduate,2.112546122232362,12.927390420584217,77.68354535035425,560103.6114170239,Food delivery apps, Direct call,Lunch, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Neutral,Neutral,Agree,Neutral,Strongly agree,Agree,Agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Neutral,Neutral,Strongly Agree,Yes,Important,Important,Important,Moderately Important,Slightly Important,Important,Very Important,Very Important,No,NIL
